id,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,sensors,waterproof,name,version,speaker,productID,product_name
572,144Hz,"Độ sáng 250nits
Độ phủ màu: NTSC 72%, SRGB 62.50%, Adobe 75.35%
Màn hình chống chói
G-Sync",1920 x 1080,15.6 inch,,16GB,1TB SSD, Bàn phím Chiclet có đèn nền 1 vùng RGB ,"90WHrs, 4S1P, 4-cell Li-ion",240W,False,7735HS,,2.20 kg,354 x 251 x 22.4 mm,,,"Wi-Fi 6
Bluetooth 5.3",False,"Wi-Fi 6
Bluetooth 5.3",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ chống ồn AI
Dolby Atmos
Chứng nhận Hi-Res (dành cho tai nghe)
Hỗ trợ Microsoft Cortana tầm gần/tầm xa",572,Laptop ASUS TUF Gaming A15 FA507NV-LP061W (R7-7735HS/RTX 4060/16GB/1TB/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng
573,144Hz,"Độ sáng 250 nits
Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%
Màn hình chống chói
G-Sync",1920 x 1080,15.6 inch,,16GB,512GB SSD, Bàn phím Chiclet có đèn nền 1 vùng RGB ,"90WHrs, 4S1P, 4-cell Li-ion",240W,False,13620H,,2.20 kg,354 x 251 x 22.4 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Dolby Atmos
Chứng nhận Hi-Res (cho tai nghe)
Hỗ trợ Microsoft Cortana",573,Laptop ASUS TUF Gaming F15 FX507VU-LP315W (i7-13620H/RTX 4050/16GB/512GB/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng
574,120Hz,"Thời gian phản hồi 0.2 ms
Độ sáng tối đa 600nits HDR
Độ phủ màu 100% DCI-P3
HDR True Black 600
1.07 tỷ màu
Giảm ánh sáng xanh
SGS Eye Care Display
Gamut mapping
Pantone",2880 x 1620,15.6 inch,,16GB,512GB SSD, Bàn phím Chiclet có phím số ,"50WHrs, 3S1P, 3-cell Li-ion",65W,False,13700H,Nhựa,1.70 kg,356.8 x 227.6 x 19.9 mm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô mảng tích hợp",574,Laptop ASUS Vivobook 15 OLED A1505VA-MA492W (I7-13700H/16GB/512GB PCIE/15.6 2.8K OLED/WIN11/Bạc) - Chính hãng
575,60Hz,"Độ sáng 200 nits
Chống chói Anti Glare
LED Backlit",1366 x 768,15.6 inch,,4 GB,256GB SSD,  Multi-touch touchpad,2 cell 37 Wh,33W,False,N4020,Vỏ nhựa,1.8 kg,360.2 x 234.9 x 19.9 mm,,,"WiFi
Bluetooth 4.1",False,"WiFi
Bluetooth 4.1",,,,Windows 11 Home,Windows 11 Home,SonicMaster audio,575,Laptop ASUS X515MA-BR481W (N4020/4GB/256GB/15.6HD/WIN11/Bạc) - Chính hãng
576,60 Hz,"Độ sáng 200 nits
Chống chói Anti Glare
LED Backlit",1366 x 768,15.6 inch,,4 GB,256GB SSD,  Multi-touch touchpad,"2-cell Li-ion, 37 Wh",33 W,False,N4020,Vỏ nhựa,1.8 kg,360.2 mm - 234.9 mm - 19.9 mm,,,"Wi-Fi
Bluetooth 4.1",False,"Wi-Fi
Bluetooth 4.1",,,,Windows 11 Home SL,Windows 11 Home SL,SonicMaster audio,576,Laptop Asus X515MA-BR480W (N4020/4GB/256GB/15.6 HD/WIN11/Bạc)- Chính hãng
577,144Hz,,1920 x 1080,15.6 inch,,16GB,1TB SSD, Bàn phím Chiclet có đèn nền 1 vùng RGB ,"90WHrs, 4S1P, 4-cell Li-ion",240W,False,13620H,,2.20 kg,354 x 251 x 22.4 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Dolby Atmos
Chứng nhận Hi-Res (cho tai nghe)
Hỗ trợ Microsoft Cortana",577,Laptop ASUS TUF Gaming F15 FX507VV-LP304W (I7-13620H/RTX 4060/16GB/1TB/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng
578,120Hz,"Độ sáng tối đa HDR 600 nits
Độ phủ màu 100% DCI-P3
tỷ lệ tương phản 1.000.000:1
HDR True Black 600
1.07 tỷ màu
Ánh sáng xanh ít gây hại hơn 70%
Chứng nhận TÜV Rheinland
SGS Màn hình chăm sóc mắt",2880 x 1620,15.6 inch,,16GB,512GB SSD, Bàn phím Chiclet có Num-key ,"50WHrs, 3S1P, 3-cell Li-ion",65W,False,13500H,Nhựa,1.7kg,356.8 x 227.6 x 19.9 mm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô mảng tích hợp",578,Laptop Asus VivoBook 15 OLED A1505VA-MA468W (i5 13500H/16GB RAM/512GB SSD/15.6 Oled 2.8K/Win11/Đen/Chuột) - Chính hãng
579,60Hz,"Màn hình chống chói, Đèn nền LED, 220nits, NTSC: 45%, Tỷ lệ màn hình trên kích thước: 81%",1920 x 1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"42WHrs, 3S1P, 3-cell Li-ion","TYPE-C, Bộ nguồn 65W AC, Đầu ra: 20V DC, 3.25A, 65W, Đầu vào: 100~240V AC 50/60 Hz phổ dụng",False,i7 - 1255U,Nhựa,1.49 kg,326.9 x 214.5 x 19.9 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Non OS,Non OS,"Audio by Dirac
Built-in speaker
Built-in array microphone",579,Laptop ASUS ExpertBook B1 B1402CBA-NK3507 (i7-1255U/8GB/512GB/14 inch FHD/No OS/Đen) - Chính hãng
580,60Hz,"Màn hình chống chói, Đèn nền LED, 220nits, NTSC: 45%, Tỷ lệ màn hình trên kích thước: 81%",1920 x 1080,14 inch,,8GB,1TB SSD,  Multi-touch touchpad,"42WHrs, 3S1P, 3-cell Li-ion","TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100~240V AC 50/60Hz universal",False,i7 - 1355U,Nhựa,1.46 kg,326.9 x 214.5 x 19.9 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,No OS,No OS,"Audio by Dirac
Built-in speaker
Built-in array microphone",580,Laptop Asus ExpertBook B1 B1402CVA-NK1280 (i7-1355U/8GB/1TB/14.0inch FHD/No OS/Đen) - Chính hãng
581,144 Hz,"16:9, màn hình chống chói, sRGB:62.50%, Adobe:47.34%, Tần số làm tươi:144Hz, Adaptive-Sync, MUX Switch + Optimus",1920×1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"56WHrs, 4-cell Li-ion","ø6.0, Bộ nguồn 200W AC, Đầu ra: 20V DC, 10A, 200W, Đầu vào: 100-240V AC, 50/60Hz phổ quát",False,i5 - 12500H,,2.20 Kg,354 x 251 x 22.4 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,"Âm thanh của Dolby Atmos
AI mic khử tiếng ồn
Chứng nhận Màn hình Độ phân giải cao (dành cho tai nghe)
Micrô array tích hợp
Hệ thống 2 loa",581,"Laptop ASUS Gaming TUF FX507ZC4-HN095W (I5-12500H/16GB/512GB/RTX 3050/15.6"" FHD 144HZ/WIN11/Xám) - Chính hãng"
582,90Hz,"Tỷ lệ khung hình 16:10
Thời gian đáp ứng 0.2 ms
Tần số làm mới 90Hz, 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
1.000.000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương
Giảm 70% ánh sáng xanh có hại, Được chứng nhận bởi TÜV Rheinland, Màn hình bảo vệ mắt SGS
Không có tính năng cảm ứng
Tỷ lệ màn hình trên thân máy 85%",2880x1800,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,63WHrs,,False,i9 - 13900H,Vỏ nhựa,1.4kg,317 x 222 x 18.9 mm,,,"Wi-Fi 6E 802.11ax
Bluetooth v5.0",True,"Wi-Fi 6E 802.11ax
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",582,"Laptop ASUS Vivobook 14X OLED S3405VA-KM071W (i9-13900H/16GB/512GB/14"" 2.8K OLED/Windows 11) - Chính hãng"
583,60Hz,"Tỷ lệ khung hình 16:9
Thời gian đáp ứng 0,2 ms
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%, 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương,
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Tỷ lệ màn hình trên thân máy 84%",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,"50WHrs, 3S1P, Li-ion 3 pin","ø4.5, Bộ đổi nguồn AC 65W, Đầu ra: 19V DC, 3,42A, 65W, Đầu vào: 100~240V AC 50/60Hz phổ thông Bộ nguồn 65W AC (đi kèm với bộ vi xử lý ADL P series)",False,R7 - 7730U,Mặt lưng kim loại,1.60kg,35.97 x 23.25 x 1.79 ~ 1.79 cm,,,"Wi-Fi 5
Bluetooth 4.1",True,"Wi-Fi 5
Bluetooth 4.1",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",583,"Laptop ASUS Vivobook 15X OLED M3504YA-L1332W (Ryzen 7 7730U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
584,90Hz,"Tỉ lệ 16:10
Độ sáng 600 nit
1 tỉ màu
Độ phủ màu 100% DCI-P3
Độ tương phản 1,000,000:1
Thời gian phản hồi 0.2ms
Đạt chuẩn PANTONE Validated, VESA CERTIFIED True Black 600 HDR, SGS Eye Protector
Giảm 70% ánh sáng xanh",2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,50WHrs,"ø4.5, Bộ nguồn 45W AC, Đầu ra: 19V DC, 2.37A, 45W, Đầu vào: 100~240V AC 50/60 Hz",False,R5 - 7530U,,1.60kg,31.71 x 22.20 x 1.99 ~ 1.99 cm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",584,"Laptop ASUS Vivobook 14 OLED M1405YA-KM047W (Ryzen 5 7530U/8GB/512GB/14"" 2.8K OLED 90Hz/Windows 11) - Chính hãng"
585,90Hz,"Thời gian đáp ứng 0,2 ms
Độ sáng 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
Tỉ lệ tương phản 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Tỷ lệ màn hình trên thân máy 90%",2880x1800,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,75WHrs,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,i5 - 1340P,Vỏ kim loại,1.39kg,31.36 x 22.06 x 1.69 ~ 1.69 cm,,,"Wi-Fi 6E
Bluetooth 5",True,"Wi-Fi 6E
Bluetooth 5",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",585,"Laptop ASUS Zenbook 14 OLED UX3402VA-KM203W (i5-1340P/16GB/512GB/14"" 2.8K OLED/Windows 11/Túi) - Chính hãng"
586,60Hz,"Đèn nền LED
Tần số làm mới 60Hz
250nits
Dải màu 45% NTSC
Màn hình chống chói
Được chứng nhận bởi TÜV Rheinland",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,42WHrs,,False,i3 - 1215U,Nhựa,1.40kg,32.49 x 21.39 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",586,"Laptop ASUS Vivobook 14 X1404ZA-NK300W (i3-1215U/8GB/256GB/Intel UHD/14"" FHD/Windows 11) - Chính hãng"
587,60Hz,45% NTSC,1920x1200,16 inch,,8GB,512GB SSD,  Multi-touch touchpad,42WHrs,,False,i5 - 1335U,Nhựa,1.88kg,35.87 x 24.95 x 1.99 ~ 1.99 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"SonicMaster
Built-in speaker
Built-in array microphone",587,"Laptop ASUS Vivobook 16 X1605VA-MB105W (i5-1335U/8GB/512GB/16"" WUXGA/Windows 11) - Chính hãng"
588,60Hz,"LED Backlit , Độ sáng 250 nits, Màn hình chống chói, Độ phủ màu 45% NTSC, TÜV Rheinland-certified",1920x1080,14 inch,,16GB,512GB SSD, Bàn phím tiêu chuẩn ,"42WHrs, 3S1P, 3-cell Li-ion","ø4.5, Bộ nguồn 45W AC, Đầu ra: 19V DC, 2.37A, 45W, Đầu vào: 100~240V AC 50/60 Hz",False,i7 - 1255U,Nhựa,1.4 kg,32.49 x 21.39 x 1.79 ~ 1.79 cm (W x H x D),,,"Bluetooth v5.3
Wi-Fi 6E",False,"Bluetooth v5.3
Wi-Fi 6E",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Built-in speaker
Built-in array microphone",588,Laptop ASUS Vivobook 14 X1404ZA-NK389W (I7-1255U/16GB/512GB PCIE/14.0 FHD/WIN11/BẠC) - Chính hãng
589,60Hz,"Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Không có tính năng cảm ứng
Tỷ lệ màn hình trên thân máy 86%",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,50WHrs,"ø4.5, Bộ đổi nguồn AC 65W, Đầu ra: 19V DC, 3,42A, 65W, Đầu vào: 100~240V AC 50/60Hz phổ thông
Bộ nguồn 65W AC (đi kèm với bộ vi xử lý ADL P series)",False,i7 - 13700H,Vỏ kim loại,1.7kg,35.68 x 22.76 x 1.99 cm,,,"Wi-Fi 6E
Bluetooth 5.3",True,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,SonicMaster,589,"Laptop ASUS Vivobook 15 OLED A1505VA-L1491W (i7-13700H/16GB/512GB/15.6"" FHD OLED/Windows 11) - Chính hãng"
590,60Hz,"16:9, LED Backlit, 60Hz, 250nits, 45% NTSC, Anti-glare display",1920x1080,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,42WHrs,,False,R5 - 7520U,Nhựa,1.38kg,32.45 x 21.39 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,Không,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô mảng tích hợp",590,"Laptop ASUS Vivobook Go 14 E1404FA-NK186W (Ryzen 5 7520U/16GB/512GB/14"" FHD/Windows 11) - Chính hãng"
591,60Hz,"Đèn nền LED
Tần số làm mới 60Hz
250nits
Dải màu 45% NTSC
Màn hình chống chói
Được chứng nhận bởi TÜV Rheinland",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,42WHrs,,False,i3 - 1315U,Vỏ kim loại,1.70kg,35.97 x 23.25 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",591,"Laptop ASUS Vivobook 15 X1504VA-NJ069W (i3-1315U/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
592,120Hz,"OLED tỷ lệ khung hình 16:9, Thời gian đáp ứng 0,2 ms, Độ sáng tối đa 600 nit HDR, Dải màu DCI-P3 100%, 1,000,000:1, Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA, 1,07 tỉ màu sắc , Màn hình gương, Giảm 70% ánh sáng xanh có hại, Được chứng nhận bởi TÜV Rheinland, Màn hình bảo vệ mắt SGS, Không có tính năng cảm ứng, (Tỷ lệ màn hình trên thân máy)89%",2880 x 1620,15.6 inch,,32GB,1TB SSD, Backlit Chiclet Keyboard 1-Zone RGB with Num-key and Copilot key ,"70WHrs, 3S1P, 3-cell Li-ion","TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal",False,Elite X1E_78_100,Kim loại,1.42 kg,352.6 x 226.9 x 14 mm,,,"Wi-Fi 7
Bluetooth 5.4",False,"Wi-Fi 7
Bluetooth 5.4",,,,Windows 11 Home,Windows 11 Home,"Smart Amp Technology
Built-in speaker
Built-in array microphone
Harman/kardon (Mainstream)",592,"Laptop ASUS Vivobook S15 S5507QA-MA089WS (Snapdragon X1E-78-100/AI/32GB/1TB/15.6""_3K_OLED/WIN11/Bạc) - Chính hãng"
593,144Hz,"16:9, Value IPS-level, 250 nits, SRGB 100%,NTSC 72%, anti-glare display",1920x1080,15 inch,,32GB,512GB SSD,  Multi-touch touchpad,"4-cell, 90WHrs",,False,i7 - 13620H,Vỏ nhựa - nắp lưng bằng kim loại,2.2 kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Dolby Atmos
Chứng nhận Hi-Res (dành cho tai nghe)
Hỗ trợ Microsoft Cortana trường gần/trường xa",593,Laptop Asus TUF Gaming F15 FX507VU-LP197W (i7 13620H/32GB/512GB/15.6'' 144Hz/Nvidia RTX 4050 6GB/Win 11) - Chính hãng
594,144Hz,"Độ sáng 250nits
Độ phủ màu: NTSC 45%, SRGB 62.5%, Adobe 47.34%
Màn hình chống chói
Adaptive-Sync",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,48 Wh,,False,R5 - 7535HS,"Kim loại Mặt lưng máy, các mặt khác bằng nhựa",2.30kg,35.9 x 25.6 x 2.28 ~ 2.45 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"2 loa
Công nghệ chống ồn trí tuệ nhân tạo (AI)
Dolby Atmos",594,"Laptop ASUS TUF Gaming A15 FA506NF-HN005W (Ryzen 5 7535HS/8GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
595,144Hz,"Màn hình chống chói
sRGB:100%, Adobe:75.35%
G-Sync, MUX Switch + NVIDIA® Advanced Optimus",1920x1080,15.6 inch,,16GB,1TB SSD,  Multi-touch touchpad,90WHrs,"ø6.0, Bộ nguồn 240W AC, Đầu ra: 20V DC, 12A, 240W, Đầu vào: 100~240C AC 50/60Hz",False,R5 - 7535HS,"Vỏ nhựa, nắp lưng bằng kim loại",2.20kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,"Âm thanh của Dolby Atmos
AI mic khử tiếng ồn
Chứng nhận Màn hình Độ phân giải cao
Micrô array tích hợp
Hệ thống 2 loa",595,Laptop ASUS TUF Gaming A15 FA507NU-LP131W (Ryzen 5 7535HS/16GB/1TB/RTX 4050/15.6'' FHD IPS 144Hz/Windows 11) - Chính hãng
596,144Hz,"Màn hình chống chói
sRGB:100%
Adobe:75.35%
G-Sync
MUX Switch + NVIDIA® Advanced Optimus",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,90WHrs,"ø6.0, Bộ nguồn 240W AC, Đầu ra: 20V DC, 12A, 240W, Đầu vào: 100~240C AC 50/60Hz phổ quát",False,i7 - 13620H,Vỏ nhựa - nắp lưng bằng kim loại,2.20kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Âm thanh của Dolby Atmos
AI mic khử tiếng ồn
Chứng nhận Màn hình Độ phân giải cao
Micrô array tích hợp
Hệ thống 2 loa",596,"Laptop ASUS TUF Gaming F15 FX507VV-LP157W (i7-13620H/16GB/512GB/RTX 4060/15.6"" FHD/Windows 11) - Chính hãng"
597,144Hz,"Tấm nền IPS
Chống chói Anti Glare
250 nits",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,48WHrs,,False,i5 - 11260H,"Vỏ nhựa, nắp lưng bằng kim loại",2.30kg,35.9 x 25.6 x 2.28 ~ 2.45 cm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Phần mềm DTS",597,"Laptop ASUS TUF Gaming F15 FX506HF-HN078W (i5-11260H/16GB/512GB/RTX 2050/15.6"" FHD IPS 144Hz) - Chính hãng"
598,144Hz,"Màn hình chống chói
sRGB:100%, Adobe:75.35%
G-Sync
MUX Switch + NVIDIA Advanced Optimus",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,90WHrs,,False,i7 - 12700H,"Vỏ nhựa, nắp lưng bằng kim loại",2.20kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,"Âm thanh của Dolby Atmos
AI mic khử tiếng ồn
Chứng nhận Màn hình Độ phân giải cao
Micrô array tích hợp
Hệ thống 2 loa",598,"Laptop ASUS TUF Gaming F15 FX507ZU4-LP040W (i7-12700H/16GB/512GB/RTX 4050/15.6"" FHD/Windows 11) - Chính hãng"
599,144Hz,"Chống chói
Adaptive-Sync",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"56WHrs, 4S1P, 4-cell Li-ion",,False,i7 - 12700H,Vỏ nhựa - nắp lưng bằng kim loại,2.20kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Âm thanh Dolby Atmos
Đạt chuẩn Hi-Res",599,"Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W (i7-12700H/8GB/512GB/RTX 3050/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
600,144Hz,"Màn hình chống chói
sRGB:100%
Adobe:75.35%
G-Sync
MUX Switch + NVIDIA® Advanced Optimus",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,90WHrs,"ø6.0, Bộ nguồn 240W AC, Đầu ra: 20V DC, 12A, 240W, Đầu vào: 100~240C AC 50/60Hz phổ quát",False,i7 - 12700H,Vỏ nhựa - nắp lưng bằng kim loại,2.20kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Âm thanh của Dolby Atmos
AI mic khử tiếng ồn
Chứng nhận Màn hình Độ phân giải cao
Micrô array tích hợp
Hệ thống 2 loa",600,"Laptop ASUS TUF Gaming F15 FX507ZV4-LP042W (i7-12700H/16GB/512GB/RTX 4060/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
601,144Hz,"Chống chói
Adaptive-Sync",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"56WHrs, 4S1P, 4-cell Li-ion",,False,i5 - 12500H,Vỏ nhựa - nắp lưng bằng kim loại,2.20kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Âm thanh Dolby Atmos
Đạt chuẩn Hi-Res",601,"Laptop ASUS TUF Gaming F15 FX507ZC4-HN074W (i5-12500H/8GB/512GB/RTX 3050/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
602,144Hz,"Tấm nền IPS
Chống chói Anti Glare
250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 48 Wh",,False,I5 - 11400H,"Vỏ nhựa, nắp lưng bằng kim loại",2.3kg,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home SL,Windows 11 Home SL,DTS X:Ultra Audio,602,"Laptop ASUS TUF Gaming F15 FX506HF-HN014W (i5-11400H/8GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
603,144Hz,"Anti-Glare LED-Backlit Display, độ tương phản 1000:1, tỷ lệ 16:09, độ phủ màu 45% NTSC, độ sáng 250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,3 cell 48 Wh,,False,R5 - 4600H,Nhựa,2.3kg,359 x 256 x 22.8 mm,,,"802.11 ax
Bluetooth v5.1",False,"802.11 ax
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,DTS:X® Ultra,603,Laptop ASUS TUF Gaming A15 FA506IHRB-HN019W -R5-4600H/8GB /512GB/GTX 1650 4GB/15.6-inch FHD 144Hz /Win 11/Đen) - Chính hãng
604,144Hz,"NTSC 45%, SRGB 62.5%, anti-glare display",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"4-cell Li-ion, 56 Wh",,False,i7 - 12700H,Vỏ nhựa,2.2kg,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home SL,Windows 11 Home SL,Hi-Res certificationDolby Atmos,604,Laptop Asus TUF Gaming F15 FX507ZE - HN093W - i7 - 12700H/8GB/512GB/RTX 3050Ti 4GB/15.6-inch FHD/Win 11/Xám - Chính hãng
